,galactic year,galaxy_cod,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII)
58,990025.0,63,0.7175510974328044,0.6741544995797174,0.17945706829087096,0.715032863924918,0.43930254392700707,0.28680674041628135,0.5716212775940164,0.40553322073635456,0.4237819918628245,0.8560327725856807,0.6616168836097653,0.19112972635501566,0.11956208866302374,0.79061618468039,0.1574633776776352,0.20462220819353633,0.21784724125825763,0.05981854150961363,0.11155720411124283,0.6676554679598703,0.7710178325163964,0.13821044979703548,0.6587685415939574,0.4076617704281441,0.04878016143409217,0.42766140731476465,0.32051678964926067,0.3101220089586505,0.5159846138384004,0.4689201780244792,0.7084632935057915,0.6747662886254346,0.5264998328143743,0.517946896107117,0.498764382241473,0.1428029331956301,0.32355363506114854,0.2481434190770436,0.30716539492923706,0.5873161833186306,0.31994578454744416,0.2739420719398789,0.09861908749503541,0.04947115001014608,0.14522796543733454,0.21061513727510883,0.18200597798369691,0.1821374591988884,0.3238365918221301,0.36435258788226577,0.3336579537137556,0.10416131670992307,0.30201053581763937,0.19350706419675012,0.1445740368240669,0.7096831409182229,0.2985717768468058,0.3359257453914674,0.2692479048975933,0.21362472677953523,0.042208175012352175,0.3874140812614448,0.11155975443646937,0.6568808546731117,0.1495727922212895,0.013352945067133248,-0.055882449592122185,0.33579561662973045,0.50597155665778,0.47670327371263443,0.8034484141928919,0.309257504928786,0.3125794555255972,0.6658669608269964,0.12368245760147369,0.8832874197423491,0.6875443997061108
332,991020.0,63,0.6476339926546292,0.7602469179150421,0.22818848576892656,0.5859918589460532,0.4213902426994684,0.2842985172236217,0.5074940225173186,0.4684484089821354,0.4504062470940813,0.8444116345214234,0.7009256748978796,0.1942101216384522,0.1239823624954739,0.8076683942140348,0.14589095291852416,0.18443552171886857,0.21498277640178554,0.07245818738547438,0.10478927844915065,0.7001162272310607,0.7472749129030247,0.1571406286402568,0.5989100292653795,0.4067704569357682,0.05578187990079582,0.3928853962866489,0.27532886701323056,0.2879298617770024,0.46646404292349275,0.46784305267382065,0.7630281897278698,0.7143948728546776,0.5237943853191431,0.5022814016150816,0.5233924404215057,0.1326379759614614,0.3303129123180701,0.21989039547072514,0.3089557625756758,0.5948977852345578,0.3203354767249982,0.2618265486008018,0.08272821928106455,0.04913691848372098,0.1393168584483071,0.24786233755930143,0.1758682774027589,0.22293351018774032,0.3228695521875018,0.411559385608836,0.357411705491562,0.106351269444798,0.28357211604290367,0.19221977681080438,0.17466631813052125,0.6392650288259838,0.2708089977172832,0.3428270531127886,0.33340188330236575,0.2161686175345281,0.036270203016447566,0.36121902214203416,0.10459153561491058,0.6408056379845153,0.1530935094915078,0.08534168689173605,-0.026384398677393506,0.3398815853521988,0.4835735343207723,0.485915766062722,0.8053137603301925,0.3128033904776131,0.33234021020278526,0.6836070641642902,0.12648893533069117,0.8876680600895844,0.6830697274143436
512,992016.0,63,0.7289617570218403,0.6304400748797051,0.25947503440975966,0.6669839039994456,0.4971952569849467,0.32833004568666063,0.5291490529786531,0.46727555055707315,0.3251954070863379,0.8864525980079647,0.6683899560486637,0.19304937932286492,0.1282668035793083,0.8219386871207508,0.15531918951138968,0.18828970741341677,0.21778343511403886,0.06755924986008788,0.10659711005670491,0.694215954846697,0.7482623715836221,0.15173828359065178,0.591149115962831,0.3938274683720753,0.055068783444155,0.3878071120426343,0.27190505723979497,0.28794121438052755,0.4752292380208438,0.46247302833675485,0.7701500137322218,0.7056187829078864,0.5357434535453021,0.4762433675031139,0.5126741807818099,0.13906296979330868,0.32332138108928765,0.22260539205109714,0.28897582117830045,0.5992608672105071,0.3343094102528408,0.2698953743374508,0.08114184293815663,0.04760130410317459,0.14214033663871062,0.24171323796734123,0.1632427068186484,0.2503214001848768,0.3479106089841588,0.4210702848231058,0.3614774622014134,0.10786777170570683,0.2760118785284167,0.19325105947801713,0.16164821994617373,0.6506298088894242,0.2748551058782964,0.3822051997932583,0.34969393397352544,0.21625270070686486,0.03768547254484289,0.3911126112001604,0.10489720300230748,0.6369190362346213,0.14749552895959006,0.10561565251984639,-0.0054744040435785735,0.35201224808061493,0.5020804948233675,0.4812728945889395,0.8087995635895133,0.31138229382788163,0.3196174615691776,0.6800868907750086,0.11759927013152757,0.8868430098723324,0.6887809036091586
625,993012.0,63,0.688080623980296,0.7045823454478678,0.19667478727580404,0.582939561746971,0.48074776346769116,0.38583416590716535,0.5406314552277403,0.40956122358563535,0.4012681202225523,0.844940763387835,0.6603642745035998,0.2196919732360616,0.12276929503642753,0.82444336781121,0.15419939932728188,0.18224812047879424,0.21929838345352248,0.07625206897020798,0.10985850457271962,0.7025605590369068,0.7506505576136706,0.15267520275204172,0.5824110293460274,0.4039297817463039,0.058611298760464864,0.38705397177630374,0.2935987050630877,0.29872337336909904,0.46295742538162243,0.474501271603766,0.7677132395480072,0.7126630339515376,0.5174722708453063,0.4997814982232578,0.5328669776933989,0.13505401151005125,0.3325934260749901,0.21395168605895432,0.30816678966472466,0.5698999067411599,0.32153376660744293,0.2576260335156304,0.07493722363307598,0.05078304794809668,0.1416286421087567,0.25166434964322226,0.16652087988545805,0.28272926517838215,0.3452141766817185,0.4331653498045487,0.37449880314970985,0.1112602475416753,0.27201677548556447,0.1932024687902245,0.1888324694326151,0.6371036471950622,0.2625834894962278,0.37355432876662853,0.3672343493723149,0.2286680882589751,0.036207757870254875,0.38102311280548307,0.10387856923553701,0.6303387308063844,0.14261815928192334,0.12611259329859692,0.01795705915073853,0.3459701196374052,0.5080182827227269,0.4954114067466353,0.8100707805643399,0.3188006888225152,0.33381213419114175,0.6952478774015365,0.11764384723937796,0.8942979004777197,0.6771026238227904
749,994009.0,63,0.6911888246572747,0.7140959521319529,0.21186286131545007,0.6572482245156259,0.4419347053552688,0.3220565727626512,0.5750238178904638,0.4909961321455774,0.3885041795838154,0.8528850813228335,0.7070383947390368,0.22241856821113615,0.12564496849161177,0.805867852386184,0.15356421042760515,0.18610131065812263,0.22842952965966035,0.07425414642363615,0.10859503405294557,0.6948425896567829,0.7539522364089226,0.14668621861978748,0.5864319119988632,0.40972540959107384,0.056159180910703765,0.39489095565454235,0.2788760663231096,0.28436721531821796,0.4788672809989023,0.4760116537025949,0.7616994903840156,0.7060274625134892,0.5268135437141961,0.4960921195587895,0.5209988301105609,0.13391079184026877,0.3231529620045748,0.22134833762624662,0.30130579268158075,0.5518610359571561,0.3285739216497534,0.26283615394327775,0.08436999161501196,0.047754714520246905,0.1477796118994963,0.24997166082387556,0.16364436637010815,0.2901576403997055,0.3572705895806898,0.43614740267609164,0.3673501828586434,0.10752025107814489,0.28244318572843774,0.18992347003376797,0.1815836595965843,0.6582033229398649,0.2700573489015845,0.3935073873393087,0.35719488446803194,0.22745292768959047,0.03920314082561793,0.39908116138708394,0.10305790375602969,0.6292038024151791,0.14287281735714874,0.1292910518246888,0.04208077492019413,0.33615119907559254,0.5349934057469738,0.5019314201374545,0.8220384548266528,0.3136073405396367,0.34457510917389467,0.7002475693961827,0.11983659817309122,0.8911366722823261,0.6768804028506112
991,995006.0,63,0.7010097326512635,0.7438142919632996,0.22537090475877622,0.5498006420970171,0.4746173138589934,0.3844731620948236,0.6084677081612723,0.3974336422793424,0.39266504504026606,0.849503589084796,0.6325346892336956,0.34429283358490126,0.16926072563511751,0.7867722988109425,0.22790397424942663,0.1403274666430673,0.2019920216460262,0.10622419151457727,0.11321381007281074,0.6760259555292578,0.7727509468985526,0.10345039384332941,0.611385547194377,0.5083195656019125,0.051183170685455595,0.4279173503705561,0.37289517196196936,0.3881164637669628,0.5010884613295187,0.5696714954975973,0.6911412703665958,0.7043455953343997,0.5204688399115042,0.6553055371894138,0.5429828879465588,0.1572598055529415,0.298026322421549,0.20918298556684456,0.4217436468729552,0.6796130932251547,0.38888049520555135,0.23795409440482376,0.07797851995934311,0.0405078380521122,0.1525768150341914,0.17125044060595102,0.20118267589878513,0.3954858634324305,0.432771485591017,0.4383346294882771,0.39827272133185315,0.07212879190883988,0.25336612274584597,0.20647883099937872,0.17316973930503757,0.7020351263874349,0.1964881248736813,0.3300802563421873,0.3869094441556987,0.254703497611936,0.024080863274514197,0.2781378323993268,0.11080419625815782,0.6230023248049683,0.1390187853880951,0.12755874892408414,0.06771231872207295,0.33637685576228105,0.5676162709727949,0.5149012406308746,0.8063349686597374,0.3511589780249063,0.330329174291918,0.7620442475915871,0.13355220509414253,0.9298960537994818,0.6815312014639875
1159,996004.0,63,0.68661045330265,0.7555621015010274,0.17521185277427365,0.5787049464428308,0.38831947269925865,0.4656143024198646,0.6516038005862762,0.45880219132898065,0.39645188630484607,0.8303347712046913,0.7200607970782524,0.2736939298738861,0.12727673662305317,0.8095158006578389,0.16369797272938502,0.1811914745124074,0.23184675910452945,0.08305468584023057,0.1093502141459215,0.7003444910903627,0.7582400677039356,0.1446054070542897,0.5734773291136772,0.4233342746880995,0.06049797243139632,0.4112342324755227,0.29454081725709846,0.3002647456934424,0.4721583007637682,0.501635734276054,0.7536863186299528,0.7122351941647493,0.5124613284021242,0.5146477221635508,0.5340451694438263,0.12768700268065503,0.3263739225162572,0.21330214870228936,0.315295827695113,0.523714623471708,0.3299993375950847,0.25163756437082974,0.08269133899270548,0.04834068548416523,0.14932311148114286,0.2528403299601205,0.16394889736282536,0.34880649810834186,0.37552969841692896,0.4582971611302913,0.381683041960017,0.10828214464159736,0.2735291864576639,0.18714349087244986,0.20067105844413202,0.6527581066315427,0.2597248900133997,0.3979908343362162,0.3829772374184559,0.24001556958477455,0.03898307809981727,0.40221903960946115,0.10039882536435452,0.6193104532944034,0.1387111906140941,0.16582760977580868,0.09014600550377239,0.3353632625782934,0.5745020433899146,0.5203161378674386,0.8345145608334219,0.31557012479930946,0.3676691202767648,0.7214987663747241,0.12724982582054042,0.9003856754667686,0.6743936967789708
1415,997002.0,63,0.6813058660360627,0.6868421605882782,0.2431652138679191,0.5201104020230191,0.4300449895394783,0.3867758682597797,0.6237559560274584,0.49401930147420925,0.2909085316953782,0.8782751585555921,0.732249554393853,0.27962803720737384,0.13628462982832046,0.8230357729517963,0.1811198670913533,0.17902635306354436,0.2299813846223664,0.08415871767753824,0.11309801961959476,0.6997204975072302,0.7596020311532401,0.13993300649666374,0.5636128589676046,0.4223502455923205,0.06172463746850251,0.40507628206279644,0.2981832762216263,0.3062237954692595,0.47245129155274346,0.5116711231225652,0.7639939481446378,0.7079662752132632,0.5164659346545968,0.5133621331607459,0.5397250268759778,0.13524813165754745,0.3182433581469475,0.20989189481779436,0.3172922241794225,0.5452479656728002,0.35015991661015855,0.25333019634960463,0.07663377224141554,0.047968373248101714,0.15104826959948614,0.24550022925863693,0.1574085656895372,0.3887257451129962,0.40531062781978644,0.47150047975369347,0.3981166549850865,0.11040316186956689,0.2513967062737641,0.1897824329747535,0.1934225453260776,0.6532463005089735,0.2532566183744378,0.4221612466747171,0.41215652582749573,0.24657404514965453,0.03774165248790473,0.41537927293204113,0.10064336813786678,0.6130471836359472,0.13079049307900004,0.18876497499327627,0.11343649417939616,0.34981857190532484,0.5848124110389303,0.5171212832906402,0.8294211702824521,0.3262517546243071,0.3509137662029884,0.7217266240685909,0.11765065487655574,0.907541783541599,0.6797932258652155
1469,998001.0,63,0.5943953515693843,0.7463616956126414,0.23827024355455426,0.5789625948967224,0.5153126467093848,0.5628240201259143,0.5829631369331784,0.533835456887556,0.3920574147669248,0.8083271394287634,0.6965003645098538,0.2997608907819238,0.13970560745281968,0.7697943453157858,0.15896612972785773,0.17429482991251222,0.24573737256038353,0.09343519069110418,0.09931765362300027,0.7023619032885029,0.7228746049754324,0.13722639818360705,0.5463859524715575,0.43309893658403986,0.06118525970372127,0.4042863055259076,0.296121866462165,0.29953894152987903,0.4830501222736585,0.4994998091555818,0.7354115218134666,0.7157072283369101,0.5152489440452842,0.538203163590047,0.5661141924142475,0.12397944289633278,0.32636551135039693,0.21049151705911817,0.3344448009175205,0.5138076148838486,0.3176094331489967,0.2424088366931405,0.07973575023909796,0.04559426727070415,0.16295167422595158,0.27261058484186407,0.16275395521299485,0.39708484818539347,0.4141227656660238,0.480005446279705,0.40501587418415985,0.10509389555285542,0.2657167604227031,0.18868645643811444,0.22901321090543458,0.6588991101846591,0.24401344191131713,0.4252766638226575,0.3955710462203763,0.2407513540064654,0.03988514327354442,0.41792996538808147,0.09959458367781598,0.6109933616261065,0.14653787342456237,0.19673549337128193,0.13898900781781265,0.3016963754539006,0.5683418011902663,0.549066332455693,0.8425528139728833,0.33443598839462707,0.4157127903450428,0.7420622571512414,0.12612129465175145,0.9019602065925479,0.660188704319558
1752,999000.0,63,0.7444530693316572,0.7142238720716662,0.24103663563779995,0.5833378665608638,0.39169250500290353,0.4294267418250648,0.625071097014587,0.5080273393854753,0.37411595686097954,0.8586520161294464,0.7304299383360018,0.31571178307267544,0.127678984763391,0.8053646804974033,0.16558075374088432,0.18239798261169932,0.24330254693624376,0.08813934071463292,0.11636595308538533,0.6953931075381157,0.7656444318535862,0.1327946079652298,0.5624903339375118,0.431269014953199,0.059089015550694346,0.3974703685786247,0.3012834745284816,0.2916640902781591,0.48294385313702937,0.5056552944570751,0.7530947854573335,0.7048957273566385,0.5158807046898048,0.5217216584748523,0.5345622639132986,0.13252592399124186,0.32073562170330483,0.21296907144678223,0.3194313069611594,0.48005934481756896,0.3226585356192162,0.24820978123472037,0.08022509651799403,0.048442868728895,0.15674855089673567,0.2652108141221077,0.15562320750194347,0.41799638426583385,0.3992488053023422,0.48190199521596,0.39191624300957795,0.10962633517232923,0.28098746724714774,0.18543511134222623,0.21679127125146724,0.6706696679337592,0.2523117897388598,0.4413264998966362,0.4040692338177232,0.2531498361050284,0.040692467915816155,0.4283966668786494,0.0993531089835018,0.6087587902176761,0.12626294809775018,0.21084442580050755,0.15697755195248675,0.3214410745794556,0.6032515717607527,0.5358185653062062,0.8482897829972726,0.31883155409743025,0.3810717895935829,0.7463176730928769,0.1271703072071885,0.9058469552218319,0.6575829899576364
1919,1000000.0,63,0.7582331511838991,0.7001640203922044,0.13998087745426752,0.5829486093304163,0.44774263285632687,0.4396044199763396,0.5926380799590314,0.5021386813560352,0.5579242694204092,0.7871085908574973,0.5613505247835686,0.4788537669324764,0.08007667339055122,0.8134517413106968,0.1337774160628097,0.1809995476674041,0.24460347201432295,0.09848523760246658,0.1481120975496125,0.7152369836953314,0.8422987944944453,0.1645187518718262,0.6526708365476895,0.5101508219327706,0.0589557400523012,0.46516018781705487,0.43657497815116175,0.30357472689182813,0.4418722932390441,0.5554650815937907,0.699357611537785,0.7411707096361445,0.4603434096507274,0.5890511679800428,0.526496673831593,0.11470692826341125,0.40130683772549836,0.2128362078942482,0.3443489255297811,0.3072566394310756,0.2490316273615272,0.21994843965138644,0.09917880930306945,0.07498066905737703,0.13190419224051594,0.2889045830831183,0.18737269408365576,0.3936508819779445,0.2643664520336137,0.4405470830868267,0.35090724549112073,0.11738254134002932,0.3611326985917722,0.14736770977216135,0.27435728795387737,0.6476479767292757,0.2831062057506117,0.3649811197868993,0.3397943327930065,0.31607306462374324,0.04511574304834362,0.3025433822018528,0.08791919440772436,0.6068535209810056,0.11334473752418807,0.16705326425517397,0.18003834010890846,0.30361451103112747,0.6642625920340637,0.5642233326770564,0.8838871444245799,0.27760730065082,0.4163882112222179,0.8317844838755314,0.14337139063449836,0.9159720195379122,0.6262365610181542
2115,1001000.0,63,0.7209225016495868,0.6573486690840841,0.17449660266331082,0.547670158412269,0.40127827345480294,0.4646541441320592,0.6050290088925685,0.5397044137570404,0.45491204308813554,0.8505261889466967,0.7121215627101822,0.3615785380808898,0.1176908106349378,0.804824499601327,0.15542156282564967,0.1825388303391614,0.25093949851223396,0.0946768292001674,0.1250431175108737,0.6953322189336039,0.7765505399464749,0.1264626633453383,0.5579112125519776,0.438937212734805,0.05876156080424766,0.3795707969270872,0.31811105957094066,0.285768842750981,0.483356590475885,0.5038699319795188,0.7515688488413216,0.7032723029649015,0.508690013042576,0.5367766149636961,0.539523412230488,0.13161276051578585,0.3264500285277021,0.21003014772883288,0.3299302281928622,0.4229202471349218,0.29498740067290274,0.23838716051013842,0.07542993259631287,0.05156553854405305,0.1589927612770814,0.29076517872384144,0.15385844547027938,0.46147778809457307,0.3916948520370882,0.4958974382971615,0.3953829437932046,0.11274736387360751,0.30012440719740585,0.18393679032395294,0.24966836864321262,0.6765923454389986,0.24317433557165025,0.4570993501504521,0.41329570436259555,0.26651539049531525,0.04126314675417242,0.433419400671756,0.09878642933349047,0.6019589223778885,0.11702718086980557,0.2416219502107051,0.1992194455066496,0.30254208169366326,0.6093797856132639,0.5522400199618325,0.8582156598993995,0.3168434669188005,0.39637178735371137,0.7711599745170599,0.13952379434116666,0.9101416814900186,0.6330003093257845
2164,1002001.0,63,0.6804498920733216,0.7518676620435886,0.23124365980998543,0.6045266461422989,0.529877224167502,0.5765123967280782,0.5668364640494119,0.644129926545379,0.34662014331218977,0.8414562654734641,0.7133167288897351,0.3524252942171344,0.1414623190234281,0.7597571537174121,0.1626113082981473,0.1783019566579906,0.26170933723701584,0.09800010289801087,0.10903322806605509,0.6913097454103754,0.7393821502788374,0.11965293776274066,0.5393030776225354,0.4469041227826196,0.05823345715716838,0.3925296635273492,0.29686734323004904,0.282674006838592,0.5037427448868634,0.5075543839640138,0.7324683906086311,0.7030218121262104,0.5249913601468659,0.5452432477203661,0.5583310170216235,0.12887823410757615,0.3142793910248718,0.21414869431919925,0.33624847789962975,0.4552729451354196,0.31341696352577486,0.2406304968235835,0.08205831977210787,0.04432002466571211,0.17334157439506948,0.2823847340912624,0.1524031140391653,0.4819664020113592,0.4444461229456884,0.5079221079137941,0.41037784883238126,0.10429531553380822,0.2826266492952705,0.18452574228879415,0.2422244444684578,0.6926190874237479,0.23938098242697237,0.4816859724806086,0.4141839269595069,0.25644495078633867,0.043212564336350456,0.45427200412717816,0.09799059612062505,0.5985651413047082,0.1316260139637917,0.2505872113128813,0.2284024554959707,0.28276279326905485,0.6223860381159501,0.5700646126876592,0.8652815372443561,0.33292698164346657,0.43197196900650336,0.7749966715964831,0.15844703743011504,0.9077625476100263,0.6410567083677297
2466,1003002.0,63,0.7060835020095338,0.7151762351047298,0.20156105770385524,0.6320575945134848,0.4345149991143545,0.5184597421764262,0.5219007475696927,0.5323335431603651,0.5389730830797671,0.7973927620707394,0.6594356206929017,0.39362551178476757,0.11716770681763533,0.7595119955027427,0.14048780473248712,0.1777602196168298,0.2693823820446557,0.1044911516458722,0.12024368641488348,0.6971629301662445,0.758742348849748,0.12011620158002145,0.5445596441123293,0.4547539910736269,0.057740037764441005,0.37800182753823286,0.3257899881845998,0.2780844806618017,0.4936067404770548,0.502950281845477,0.7316091046560127,0.7047477224289811,0.5011045374832377,0.566885848415954,0.5653161238946866,0.1275408605491667,0.3295721720420941,0.2101453675878704,0.35022186850935677,0.37076357101884483,0.2744898200209769,0.22971529350939734,0.078066371456742,0.050914634461768915,0.17149649552139845,0.31062850428458866,0.15585984331621594,0.49318634879608325,0.40561070059311355,0.5110181073613411,0.40722522670746253,0.11132749238491446,0.30926228276977596,0.18299233064026055,0.2830038865883546,0.6856544106584286,0.23354254921895778,0.47550488877129204,0.41135579062564265,0.2727765608655677,0.04341391358734148,0.44495180219119135,0.09780388080211894,0.594558952608848,0.11818904357565518,0.26127157324014405,0.24796723493424722,0.26278397439135226,0.6165335231533291,0.5829485809086083,0.8699528414727835,0.32916992159708824,0.44451505951677106,0.7929864601930099,0.13943433662304835,0.9102168892946217,0.610314933591634
2590,1004004.0,63,0.7707874408412962,0.7556270761290376,0.1723801949112896,0.6779414320443897,0.4436102825282365,0.5734826538233769,0.6611257252366499,0.41710490472305023,0.3995302304021527,0.7819153430919624,0.672414452503082,0.38772874924454825,0.12606603895653368,0.793071808208679,0.16758723412316523,0.18019784059639865,0.2649061156420345,0.10100611246496927,0.12129856910277503,0.6962439661375355,0.7678184163078559,0.11950978955225855,0.5352363493269063,0.4485905975887663,0.06209965907311815,0.3962761588050512,0.32623281543788574,0.295988592301609,0.4904635255145344,0.5221771345463853,0.7382177705885934,0.7023475015874814,0.5043098733126679,0.5419973020691535,0.5604993808696966,0.12782282285821156,0.3207412059804722,0.20702722420837416,0.3321475562345113,0.3922274658691691,0.30844132767794896,0.23443851088474066,0.07678715914250556,0.04926124985382305,0.16922212066445175,0.2841595699935775,0.1449241850394567,0.5369129132775008,0.440356895732692,0.5264838922210284,0.4164993320314423,0.11303838460273496,0.28369967285822195,0.18112272936571272,0.26226276883819644,0.6843223127936859,0.2377877163728237,0.4986684193320041,0.44435551351256297,0.2764731900761168,0.04348617349713413,0.46736726488938984,0.09581773237879343,0.5888088143257111,0.11320080827010592,0.2887299212969534,0.2725203462937351,0.2966888912279275,0.6676671108909513,0.577772191073235,0.8750673928925314,0.32559425543694265,0.42690866903707647,0.7896947398715,0.13788051887436623,0.9157014704411454,0.6322195728223772
2805,1005006.0,63,0.6400997573382473,0.7087495002575525,0.2638924649591279,0.5869234970457835,0.572208484119364,0.5690898729880596,0.5473923532841933,0.5554189888724567,0.6205443044730345,0.7660857104068446,0.7084602909365397,0.35371024366437975,0.1306328114726185,0.7122702807476781,0.08691051199554295,0.15999203380668414,0.2760895105871688,0.13609968701683506,0.10412059066952283,0.7046160740460699,0.6688232483963586,0.10512868499735799,0.46962353672651874,0.44890506138923797,0.05288908708633835,0.26157180054112905,0.3752459463516203,0.2798195014991592,0.513645770846007,0.431487481318254,0.6647813708902547,0.7368974247354747,0.5185925043220041,0.617179715341959,0.581295160231266,0.13023911412041156,0.3969618747136084,0.19959852323957258,0.4018300583169516,0.36946061765826876,0.12089504213787922,0.19257365252775818,0.04435902036070758,0.055226669199465735,0.19654261455184943,0.4142965962768079,0.16084097151362864,0.5499179681385832,0.4103396554786484,0.5306224982678995,0.440636721699972,0.09900205010856072,0.339696722880203,0.19463848427052893,0.38008214021302034,0.6857742564578929,0.16320061942134645,0.49503193089210296,0.40298427972442175,0.25382746065201217,0.042500340013968435,0.3949757188983873,0.10251456594851949,0.5961374812393123,0.1414351980656791,0.3248671741683288,0.27497158601217436,0.1498083386331224,0.48549751389632656,0.6143064795679752,0.8786118253698155,0.3452500675689796,0.5660050718351594,0.9039263781682665,0.17537416330885391,0.9076153794230203,0.5455376389334642
59,990025.0,172,0.730532704832864,0.5811471286486581,0.09323041292477036,0.30221516048977637,0.4542158298023502,0.19215140378912565,0.5506370517188003,0.4742681512517546,0.4898239337759076,0.8311381203607915,0.699538044568707,0.6801463624297508,0.06365590090975502,0.6517993196769138,0.18924996316933268,0.18582648119710546,0.08383903012418922,0.11790398759095294,0.12198025736043319,0.5619609839958718,0.7186860525808666,0.08221118765038343,0.7520801782723787,0.48083236468971313,0.04520023567763776,0.3766798945351011,0.4131864091274968,0.3301765014275606,0.20876083222268638,0.1591373767687297,0.63909905570676,0.5553230178406758,0.24807661726993846,0.132521558111807,0.1491637938918844,0.09144650907686369,0.3422688008228931,0.237013371043615,0.23879200715764284,0.3876083839784936,0.1893380095960635,0.12012745536182834,0.029597024917158432,0.03034235692455889,0.20048924157711046,0.19431140573891004,0.16112779645670375,0.4564796293208122,0.5316083196775621,0.33945736713448404,0.33439598265879233,0.12146791509773801,0.4113132485727596,0.1151315860910842,0.2380130357975898,0.6730166256973087,0.23150646928207474,0.49385049787288116,0.49446792950588514,0.5686520248854601,0.1467427175043387,0.46051491394252686,0.17271215948689722,0.5467488544398956,0.1235603700420621,-0.11410416951063951,-0.04134996216199127,0.1445396386045853,0.7454900864598528,0.18168368115219735,0.23428558751854922,0.08450392383818084,0.6556159669450627,0.698836726237691,0.1693633849277646,0.9257625193873891,0.7043309479923472
299,991020.0,172,0.5684308965814135,0.6648320830603512,0.1408008918911548,0.18210411179255473,0.4563731422897568,0.22724470399951002,0.6211134148578963,0.41082732805418587,0.5056924010386483,0.8639851674192319,0.7387073490340555,0.666224483114398,0.08094037915967345,0.6356945993763631,0.17395637760528682,0.16827877772795266,0.08898001177303971,0.11264867099406461,0.12220656797957419,0.5833220887015012,0.7023770029456964,0.07393837887993993,0.7534305056043991,0.4659794745481882,0.06136033801629195,0.3798986743584057,0.4515786145190623,0.3452592212886769,0.22692863479429826,0.16554267369191056,0.6523647470227382,0.5507470112864841,0.2881027302620383,0.1259664400001247,0.12445304852603599,0.11783975154909782,0.34492371665691646,0.2394326812721781,0.25577972099050017,0.38656752373571024,0.1979048877956029,0.11561257064257546,0.027591980804797078,0.02963326874591443,0.20493501739937647,0.18588610804536138,0.15708847446347565,0.4577812992207644,0.5379082225416898,0.3574063913680856,0.3253067094900457,0.1070661200214168,0.4201644331066863,0.11233335222819885,0.22995194516599904,0.6942122732788585,0.2328618151672639,0.5240909993458458,0.479590693261978,0.5603341450517396,0.14804702440904788,0.46075737163785213,0.16449591802503516,0.5631679854699494,0.12059984234037746,-0.09079282746666095,-0.023111649928505784,0.16844149334431494,0.7379185405233901,0.20565932754144,0.26007646610347734,0.10491186463738345,0.6509957869333101,0.6870299238992063,0.16594293972265312,0.9220088522440281,0.7002247742695857
