,y
126,0.032578707
127,0.034563333
128,0.03604275
129,0.031210333
130,0.028480023
131,0.028393328
132,0.03716752
133,0.02999425
134,0.024753839
135,0.02979675
136,0.03541881
137,0.0357624
138,0.016429514
139,0.034532666
140,0.03318402
141,0.0265885
142,0.032857567
143,0.035432637
144,0.02686444
145,0.035057753
146,0.034829438
147,0.031870216
148,0.034139007
149,0.030634075
150,0.035070658
151,0.051177323
152,0.027657688
153,0.032959133
154,0.035061896
155,0.026244044
156,0.029969752
157,0.04010755
158,0.019947737
159,0.042930633
160,0.029940963
161,0.029371798
162,0.03248748
163,0.01918456
164,0.0353854
165,0.034876317
166,0.032945275
167,0.032173336
168,0.03203386
169,0.034939498
170,0.03696832
171,0.03422585
172,0.031208605
173,0.0355452
174,0.028898418
175,0.03382057
176,0.03468874
177,0.029809207
178,0.02817446
179,0.030403912
180,0.032705814
181,0.02098304
182,0.018387288
183,0.023810834
184,0.0327408
185,0.036875576
186,0.03349635
187,0.036232322
188,0.037303627
189,0.03960234
190,0.029254943
191,0.033991843
192,0.03642124
193,0.031830996
194,0.037769437
195,0.033457965
196,0.03179559
197,0.03732109
198,0.03666672
199,0.080572695
200,0.029241055
201,0.027840763
202,0.015906036
203,0.028443158
204,0.032922983
205,0.039643437
206,0.038096786
207,0.05260104
208,0.025072902
209,0.020594984
210,0.03211838
211,0.038093716
212,0.035996735
213,0.029193461
214,0.05100593
215,0.0802888
216,0.0347268
217,0.036011904
218,0.052111447
219,0.041879952
220,0.03460136
221,0.032756418
222,0.049946815
223,0.044640064
224,0.030072153
225,0.033482283
226,0.01811245
227,0.032898992
228,0.02432254
229,0.027697563
230,0.03351018
231,0.019745797
232,0.03651479
233,0.034929186
234,0.019964397
235,0.03792274
236,0.030290127
237,0.027672738
238,0.03188625
239,0.0367229
240,0.029815137
241,0.025014043
242,0.03867182
243,0.050851196
244,0.028235018
245,0.02846995
246,0.04028517
247,0.03566304
248,0.033635557
249,0.07132581
250,0.04531139
251,0.029429168
252,0.024615437
253,0.03851384
254,0.03507471
255,0.03467402
256,0.032528162
257,0.02569899
258,0.034798026
259,0.034526438
260,0.03692478
261,0.0393686
262,0.051401943
263,0.027352154
264,0.03351304
265,0.04554802
266,0.034481645
267,0.029204488
268,0.023715645
269,0.031924367
270,0.04215333
271,0.04282543
272,0.033002764
273,0.041595876
274,0.077183604
275,0.03542015
276,0.033581644
277,0.0373514
278,0.03309104
279,0.03507042
280,0.04286951
281,0.03461024
282,0.033173025
283,0.03549677
284,0.037340373
285,0.07193267
286,0.035000294
287,0.041157663
288,0.018255144
289,0.030370891
290,0.028764993
291,0.03452745
292,0.029321074
293,0.034191996
294,0.031058908
295,0.03055641
296,0.054902703
297,0.0340012
298,0.0275293
299,0.024821103
300,0.03354895
301,0.030237645
302,0.026739687
303,0.032494813
304,0.032544613
305,0.037761807
306,0.072273046
307,0.033943623
308,0.056108236
309,0.032355666
310,0.024626225
311,0.038541883
312,0.03504297
313,0.039123982
314,0.026887953
315,0.03258294
316,0.033822715
317,0.038103968
318,0.035301596
319,0.052625477
320,0.044282228
321,0.07535946
322,0.032838672
323,0.025853455
324,0.024909586
325,0.033612967
326,0.02754131
327,0.031640917
328,0.02952692
329,0.023662329
330,0.01966688
331,0.034278303
332,0.056224704
333,0.03566724
334,0.0310255
335,0.042039692
336,0.025180012
337,0.03453976
338,0.01944834
339,0.07223615
340,0.048404783
341,0.035981864
342,0.029247582
343,0.030133039
344,0.02035147
345,0.04242152
346,0.038297802
347,0.03680572
348,0.037435472
349,0.085180014
350,0.017277658
351,0.04144001
352,0.041138798
353,0.047219843
354,0.022122234
355,0.08295101
356,0.033681393
357,0.017244637
358,0.022752732
359,0.037737936
360,0.043878913
361,0.041211396
362,0.029547393
363,0.02364549
364,0.03632438
365,0.019818872
366,0.06616464
367,0.0429278
368,0.05436045
369,0.04280156
370,0.04062906
371,0.020139903
372,0.031714976
373,0.074721664
374,0.042030215
375,0.03585899
376,0.048968554
377,0.04038149
378,0.052610606
379,0.0662249
380,0.043295324
381,0.037576646
382,0.026858062
383,0.043071598
384,0.0192464
385,0.037570864
386,0.03594899
387,0.021484256
388,0.088074476
389,0.021710902
390,0.046089917
391,0.040936917
392,0.0463908
393,0.087329924
394,0.038161278
395,0.02461654
396,0.021668762
397,0.041366607
398,0.054753214
399,0.03464979
400,0.032839358
401,0.032647163
402,0.032042444
403,0.037735462
404,0.028168082
405,0.043450177
406,0.05050999
407,0.05102083
408,0.046949416
409,0.05820626
410,0.034968406
411,0.04365301
412,0.02308485
413,0.06529194
414,0.04913211
415,0.03304571
416,0.05835712
417,0.03444618
418,0.029933572
419,0.04902467
420,0.05343002
421,0.018387973
422,0.03490883
423,0.045139194
424,0.039610833
425,0.04520917
426,0.01817
427,0.021288246
428,0.09571451
429,0.029197544
430,0.041401237
431,0.021469414
432,0.052472293
433,0.033981264
434,0.042670786
435,0.025856555
436,0.0565435
437,0.04884252
438,0.029034674
439,0.043379724
440,0.033623725
441,0.043396533
442,0.042928547
443,0.029672772
444,0.034204155
445,0.04512179
446,0.035120994
447,0.07478869
448,0.03813106
449,0.01704219
450,0.047216624
451,0.041392416
452,0.052050173
453,0.048243493
454,0.039886296
455,0.04848835
456,0.023309886
457,0.035022676
458,0.04266548
459,0.030943573
460,0.068896145
461,0.04642403
462,0.05352184
463,0.10226405
464,0.25964797
465,0.046408296
466,0.040977567
467,0.036006927
468,0.058443844
469,0.044285625
470,0.06277183
471,0.031795353
472,0.050836056
473,0.040881485
474,0.034763515
475,0.056613117
476,0.055687875
477,0.04949516
478,0.04078549
479,0.028449148
480,0.07030299
481,0.035377383
482,0.04226008
483,0.038435966
484,0.04292187
485,0.05928251
486,0.023178339
487,0.086277306
488,0.05225563
489,0.082608044
490,0.048725814
491,0.035840124
492,0.26156548
493,0.06152603
494,0.032845885
495,0.022815078
496,0.08234388
497,0.04484734
498,0.032543212
499,0.08456126
500,0.07897651
501,0.07074314
502,0.043247342
503,0.050667703
504,0.04863414
505,0.039366573
506,0.03546393
507,0.03712842
508,0.08353609
509,0.03673169
510,0.03135088
511,0.04172489
512,0.03186813
513,0.019821048
514,0.09772995
515,0.041044354
516,0.03284505
517,0.03488919
518,0.04833597
519,0.040356636
520,0.037252486
521,0.04806614
522,0.03688842
523,0.05244863
524,0.03131926
525,0.03135851
526,0.046912313
527,0.045273185
528,0.14995
529,0.039626807
530,0.05511716
531,0.04082632
532,0.037339985
533,0.069934666
534,0.048983872
535,0.106339306
536,0.030290633
537,0.02852416
538,0.038966924
539,0.029743433
540,0.027658194
541,0.050398946
542,0.041398406
543,0.04259765
544,0.02290073
545,0.053620487
546,0.035814732
547,0.051306546
548,0.056713104
549,0.04013601
550,0.030637413
551,0.095956475
552,0.055036187
553,0.028742969
554,0.08044797
555,0.13648295
556,0.024854839
557,0.058835864
558,0.037726343
559,0.08857188
560,0.05938989
561,0.041845173
562,0.038590223
563,0.041768998
564,0.030342191
565,0.06566915
566,0.049576193
567,0.0625453
568,0.07841039
569,0.08899149
570,0.0333817
571,0.03346005
572,0.04527214
573,0.038793266
574,0.08335635
575,0.03778547
576,0.031791657
577,0.0643504
578,0.039711416
579,0.08534902
580,0.0354909
581,0.036849678
582,0.05120322
583,0.3465805
584,0.054816544
585,0.039616257
586,0.07663375
587,0.040205866
588,0.039157778
589,0.035702676
590,0.043694824
591,0.06403753
592,0.05395609
593,0.042800248
594,0.19819504
595,0.027832448
596,0.043653905
597,0.041025996
598,0.04968086
599,0.050533295
600,0.19847244
601,0.09252739
602,0.038601935
603,0.03413531
604,0.040822566
605,0.21433222
606,0.05682394
607,0.03605944
608,0.060474217
609,0.035372376
610,0.08452374
611,0.08914405
612,0.04600817
613,0.040861398
614,0.08943394
615,0.08994028
616,0.16171086
617,0.036863714
618,0.04591492
619,0.20181584
620,0.09130111
621,0.033335686
622,0.045259356
623,0.048612595
624,0.035871983
625,0.039982438
626,0.08303267
627,0.017436892
628,0.03162697
629,0.043519348
630,0.052189738
631,0.048523396
632,0.037767887
633,0.03339982
634,0.045021534
635,0.035959244
636,0.054531813
637,0.043420076
638,0.034346163
639,0.092448026
640,0.04656282
641,0.07465652
642,0.036454618
643,0.07982871
644,0.051622897
645,0.04868999
646,0.10769734
647,0.023450583
648,0.03287083
649,0.037387073
650,0.053729832
651,0.14819512
652,0.029248476
653,0.1725061
654,0.048248857
655,0.03526938
656,0.04110834
657,0.08472371
658,0.044046164
659,0.081825584
660,0.20397824
661,0.14841431
662,0.042940795
663,0.18450606
664,0.03210324
665,0.052874148
666,0.042429775
667,0.12140259
668,0.052571982
669,0.07120207
670,0.030954838
671,0.038666725
672,0.048381895
673,0.03376618
674,0.022899002
675,0.18894386
676,0.1022549
677,0.04012397
678,0.07266143
679,0.039446175
680,0.029561758
681,0.07859659
682,0.048627943
683,0.27542478
684,0.095347196
685,0.03380826
686,0.07881227
687,0.11412147
688,0.044428706
689,0.06202355
690,0.038570523
691,0.045023352
692,0.0334599
693,0.05064884
694,0.02205947
695,0.049943686
696,0.061536163
697,0.021257073
698,0.050727636
699,0.2029897
700,0.05853632
701,0.10840309
702,0.14734936
703,0.21915352
704,0.04294005
705,0.28943813
706,0.041062683
707,0.046219975
708,0.067895085
709,0.28103593
710,0.06993702
711,0.09177524
712,0.08708659
713,0.04180965
714,0.27679598
715,0.11616069
716,0.027086884
717,0.047602743
718,0.045285285
719,0.06966275
720,0.03576845
721,0.3235922
722,0.03964621
723,0.052173108
724,0.047952533
725,0.18664211
726,0.044210225
727,0.055582076
728,0.054525763
729,0.042951643
730,0.35305917
731,0.04252076
732,0.25703716
733,0.038657695
734,0.32167387
735,0.050771922
736,0.03582433
737,0.11490476
738,0.18613586
739,0.25764
740,0.16144729
741,0.034420103
742,0.046709627
743,0.094552726
744,0.09616649
745,0.089179546
746,0.031396747
747,0.17412627
748,0.035377383
749,0.043173254
750,0.15953135
751,0.17398307
752,0.16619039
753,0.030060798
754,0.03360039
755,0.06414124
756,0.16046032
757,0.079954565
758,0.032574564
759,0.21235985
760,0.1565412
761,0.0810599
762,0.09520888
763,0.05615306
764,0.069254965
765,0.16053537
766,0.04278505
767,0.079512626
768,0.17085347
769,0.23129824
770,0.17183903
771,0.113250256
772,0.22550067
773,0.089284
774,0.13428503
775,0.03823474
776,0.04447323
777,0.095367014
778,0.03519377
779,0.24915242
780,0.03469929
781,0.2113407
782,0.11814365
783,0.2861225
784,0.037544817
785,0.043566793
786,0.25182217
787,0.2116637
788,0.15513533
789,0.26935768
790,0.038469166
791,0.24059406
792,0.15148902
793,0.08399102
794,0.24403343
795,0.049618065
796,0.20897627
797,0.17948842
798,0.25705412
799,0.2454547
800,0.44699857
801,0.42072254
802,0.083592325
803,0.047902882
804,0.13892856
805,0.13574594
806,0.17395163
807,0.18957886
808,0.30219913
809,0.18793756
810,0.050655335
811,0.095528275
812,0.21287233
813,0.072645456
814,0.1373328
815,0.23715928
816,0.030128509
817,0.05551195
818,0.05853823
819,0.19564879
820,0.16402718
821,0.23966265
822,0.22053677
823,0.17084143
824,0.1930691
825,0.18376121
826,0.23583767
827,0.18996012
828,0.294917
829,0.18207899
830,0.19136977
831,0.16496974
832,0.16353816
833,0.032024622
834,0.15615433
835,0.090441406
836,0.38199887
837,0.27507102
838,0.046332896
839,0.20985627
840,0.1518195
841,0.24102432
842,0.21563369
843,0.17069367
844,0.035435498
845,0.21534103
846,0.21922463
847,0.16795167
848,0.07556379
849,0.24204904
850,0.19990635
851,0.28464916
852,0.2806654
853,0.22697482
854,0.2827152
855,0.18979654
856,0.06550029
857,0.15406737
858,0.25925356
859,0.16693845
860,0.22314146
861,0.21888238
862,0.219789
863,0.2745099
864,0.0706476
865,0.24309811
866,0.053265274
867,0.15778673
868,0.18734327
869,0.17027664
870,0.18374723
871,0.20732567
872,0.13042304
873,0.27468753
874,0.27324528
875,0.13567263
876,0.16623414
877,0.26457435
878,0.15886638
879,0.20939174
880,0.19878879
881,0.21848056
882,0.16221157
883,0.21749145
884,0.1985409
885,0.03434962
886,0.03434962
887,0.03434962
888,0.0343496
889,0.0343496
